VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
3C3CFFGE0F,Kitsap,Bremerton,WA,98310,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,23,115201250,POINT (-122.61273 47.57428),PUGET SOUND ENERGY INC,53035091800
KM8JFDD28R,Snohomish,Everett,WA,98208,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,44,271779924,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041601
5YJ3E1EA8K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,1,277705858,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
JN1AZ0CP9B,Thurston,Olympia,WA,98502,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,35,340067311,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
1G1RA6S51J,Thurston,Olympia,WA,98501,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,22,336684246,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
5YJ3E1EB3J,King,Seattle,WA,98109,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36,193957900,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006703
1G1FY6S04L,Kitsap,Poulsbo,WA,98370,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,23,132759133,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502
1N4AZ0CP5D,Thurston,Olympia,WA,98506,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,22,148762428,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010100
WBY1Z2C56F,King,Seattle,WA,98112,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,37,109819853,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700
KNDCE3LG3K,King,Seattle,WA,98109,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,36,100861267,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000
7SAYGAEE0R,Thurston,Olympia,WA,98501,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,267923232,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
2C4RC1S71S,Thurston,Olympia,WA,98513,2025,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,2,282776826,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012331
1G1FW6S04L,Snohomish,Snohomish,WA,98296,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,1,261137033,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
YV4BR0CL3N,Snohomish,Bothell,WA,98021,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,1,194401833,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
1N4AZ1CP7J,Thurston,Olympia,WA,98502,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,22,350109966,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
KNDC3DLC7R,Yakima,Yakima,WA,98902,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,271630740,POINT (-120.51904 46.59783),PACIFICORP,53077001000
W1NKM5GB2S,Kitsap,Kingston,WA,98346,2025,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,54,23,283409976,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
KNDCR3LF4R,Kitsap,Port Orchard,WA,98366,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,26,269789509,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092600
KNDJP3AE8G,King,Seattle,WA,98144,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,11,137185296,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300
SADHD2S13K,Snohomish,Bothell,WA,98021,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,1,103759365,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
WVWKP7AU6G,Kitsap,Bremerton,WA,98310,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,23,6135727,POINT (-122.61273 47.57428),PUGET SOUND ENERGY INC,53035080400
1G1FY6S04M,Yakima,Yakima,WA,98902,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,154673018,POINT (-120.51904 46.59783),PACIFICORP,53077000800
WA1E2AFY2N,Snohomish,Brier,WA,98036,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,1,197458852,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051914
5YJ3E1EA9J,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,1,252390400,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
5YJ3E1EA6J,King,Auburn,WA,98092,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,47,9500697,POINT (-122.18262 47.31825),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031208
WBY2Z2C54H,King,Seattle,WA,98121,2017,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,36,215133656,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201
5YJ3E1EB1P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,224408579,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
1FADP5CU2F,Kitsap,Port Orchard,WA,98366,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,26,6369121,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092500
3C3CFFGE7G,Kitsap,Port Orchard,WA,98366,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,26,107602379,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092704
5YJ3E1EA2J,King,Seattle,WA,98126,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,34,271632651,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900
1C4RJXN69R,Yakima,Yakima,WA,98908,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,14,258957730,POINT (-120.60199 46.59817),PACIFICORP,53077000402
WMZ53GA06S,Kitsap,Seabeck,WA,98380,2025,MINI,COUNTRYMAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,35,281055337,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035092000
KNDJP3AE3G,Thurston,Olympia,WA,98512,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,35,2492941,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011821
5YJ3E1EB3K,Thurston,Olympia,WA,98501,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,22,244764243,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721
JTMEB3FV8S,Thurston,Olympia,WA,98502,2025,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,22,278689316,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
5YJYGDEE4L,Kitsap,Kingston,WA,98346,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,23,112996341,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090101
1C4JJXP63P,Snohomish,Lynnwood,WA,98036,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,21,235958628,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051922
5YJ3E1EB3L,King,Snoqualmie,WA,98065,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,5,6156811,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032605
1N4AZ1CP3J,Kitsap,Bainbridge Island,WA,98110,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,23,117417485,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035090901
3C3CFFGE9H,Thurston,Tumwater,WA,98512,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,22,204818785,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067010910
JHMZC5F39J,Snohomish,Bothell,WA,98012,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,44,283945000,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052007
5YJSA1H26E,Yakima,Yakima,WA,98908,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,14,256185226,POINT (-120.60199 46.59817),PACIFICORP,53077002900
5UXKT0C51G,Thurston,Olympia,WA,98512,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,35,326783089,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067012610
5YJXCBE24L,Thurston,Olympia,WA,98502,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,35,6411107,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
1N4BZ0CP2H,Snohomish,Bothell,WA,98012,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,1,199434322,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052107
1N4AZ0CP9F,Thurston,Olympia,WA,98501,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,22,106513102,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
5YJSA1DP5D,Snohomish,Mill Creek,WA,98012,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,44,126251947,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052008
KNDRJDLH5N,Thurston,Tumwater,WA,98512,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,22,207310582,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067010910
5YJ3E1EA6L,King,Sammamish,WA,98075,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,41,3163940,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207
WMWXP3C07M,King,Seattle,WA,98118,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,37,121682354,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010302
KNDCC3LG5L,Kitsap,Bremerton,WA,98312,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,35,151001350,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091301
1C4JJXP62P,Thurston,Lacey,WA,98516,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,22,281683951,POINT (-122.74743 47.08211),PUGET SOUND ENERGY INC,53067012225
YV4H600N0P,Thurston,Olympia,WA,98502,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,22,274123671,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
JM3KKEHAXR,Snohomish,Lake Stevens,WA,98258,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,44,271145241,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052706
5YJ3E1EA7P,Kitsap,Bremerton,WA,98310,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,233698706,POINT (-122.61273 47.57428),PUGET SOUND ENERGY INC,53035080400
5YJSA1H45F,Thurston,Olympia,WA,98501,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,22,286125451,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
5YJYGDEF7L,King,Seattle,WA,98119,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,36,107241368,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902
3FA6P0PU9F,Thurston,Lacey,WA,98503,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,22,123783383,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628
5YJXCDE27J,King,Kent,WA,98032,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,33,474556603,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029804
1G1RA6S54H,Thurston,Lacey,WA,98513,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,22,265622668,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067011623
KNDCE3LG6L,Thurston,Olympia,WA,98501,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,35,116833391,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721
WA1F2AFYXM,Thurston,Olympia,WA,98501,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,22,172874775,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721
1G1RA6E43D,Thurston,Olympia,WA,98506,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,22,289198318,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
5YJ3E1EC4L,Yakima,Wapato,WA,98951,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,15,258770886,POINT (-120.42083 46.44779),PACIFICORP,53077940008
WBY8P2C56K,King,Renton,WA,98059,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,11,236378915,POINT (-122.16548 47.53766),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025101
1N4BZ0CP4G,Thurston,Tumwater,WA,98501,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,22,163324822,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010400
5YJYGDEF1L,Kitsap,Bremerton,WA,98311,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,23,287645746,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091702
1G1FX6S01H,Thurston,Olympia,WA,98501,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22,240548675,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721
WAUAHBFW0N,Yakima,Zillah,WA,98953,2022,AUDI,RS E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,15,268395291,POINT (-120.26226 46.40199),PACIFICORP,53077002202
7PDSGBBA3R,Yakima,Yakima,WA,98902,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,267056247,POINT (-120.51904 46.59783),PACIFICORP,53077000800
JHMZC5F34L,Thurston,Olympia,WA,98506,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,22,219066438,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
5XYC3DJC7S,Island,Langley,WA,98260,2025,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,10,286900414,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
KNDJX3AEXG,King,Seattle,WA,98107,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,43,282814815,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800
1N4AZ1CP1J,Snohomish,Snohomish,WA,98296,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,44,147242882,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052008
5YJ3E1EB7L,Snohomish,Lynnwood,WA,98087,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,21,110971668,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061050102
WMWXP3C08M,King,Bellevue,WA,98006,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,41,270850478,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
1N4AZ0CP9D,King,Renton,WA,98055,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,33,197376609,POINT (-122.19488 47.44035),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029309
JM3KKEHA0R,Yakima,Yakima,WA,98908,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,14,286744020,POINT (-120.60199 46.59817),PACIFICORP,53077000904
5YJYGDEF8L,Thurston,Olympia,WA,98513,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,2,104217466,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012320
1FADP5CUXE,Thurston,Lacey,WA,98503,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,22,125627400,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011626
5YJ3E1EB0L,Kitsap,Silverdale,WA,98383,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,23,4726634,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091201
5UX43EU04T,Snohomish,Mukilteo,WA,98275,2026,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,21,280735213,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005
1G1FX6S0XH,Yakima,Yakima,WA,98902,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,14,181605924,POINT (-120.51904 46.59783),PACIFICORP,53077000800
7SAYGDEEXN,Snohomish,Bothell,WA,98021,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,214890840,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
WBY8P4C55K,King,Seattle,WA,98199,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,36,4719746,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
5YJ3E1EB2L,King,Seattle,WA,98112,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,43,273797618,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007600
KNDPZDAH5P,Yakima,Yakima,WA,98902,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,14,238039126,POINT (-120.51904 46.59783),PACIFICORP,53077000800
KNDCC3LGXL,King,Seattle,WA,98118,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,37,133503730,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011101
KM8S6DA26N,Kitsap,Seabeck,WA,98380,2022,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,35,195261475,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035091301
1FADP3R4XD,King,Seattle,WA,98105,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,46,191815312,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004202
KNDCC3LD0J,Thurston,Olympia,WA,98506,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,22,102148742,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
5YJ3E1EA5J,Kitsap,Port Orchard,WA,98366,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,26,304320565,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092500
5UXTA6C0XN,King,Renton,WA,98059,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,11,211034099,POINT (-122.16548 47.53766),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602
5LMTJ5DZ9S,Snohomish,Mill Creek,WA,98012,2025,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,44,286999849,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052005
1N4BZ1BV7N,Walla Walla,Walla Walla,WA,99362,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,16,197380760,POINT (-118.34261 46.07068),PACIFICORP,53071920801
1N4BZ1CP3K,Snohomish,Edmonds,WA,98026,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,21,108886319,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061042003
WDDVP9AB6H,Whitman,Pullman,WA,99163,2017,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,9,195599197,POINT (-117.18147 46.73015),AVISTA CORP,53075000201
WBY1Z8C36H,Snohomish,Edmonds,WA,98020,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,32,100805078,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050700
1N4AZ0CP3E,Snohomish,Woodinville,WA,98077,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,1,236907891,POINT (-122.07326 47.75425),PUGET SOUND ENERGY INC,53061051912
1FADP5CUXF,Snohomish,Lake Stevens,WA,98258,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,44,203663547,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052605
1G1FX6S00H,Snohomish,Lynnwood,WA,98036,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,32,323740140,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051930
